"highSchool","name","shoots","anio","mes","dia","Altura_CM","Altura_CM_DOS","PesoNuevo"
"West Philadelphia in Philadelphia, Pennsylvania","Norm Grekin","Right","1930","06","22",182.88,152.4,81
"Taft in Hamilton, Ohio","Kevin Grevey","Left","1953","05","12",182.88,152.4,94.5
"Crawford in San Diego, California","Dennis Grey","Right","1947","08","26",182.88,243.84,96.75
"Wichita East in Wichita, Kansas","Adrian Griffin","Left","1974","07","04",182.88,152.4,97.65
"Oklahoma Christian School in Edmond, Oklahoma","Blake Griffin","Right","1989","03","16",182.88,304.8,112.5
"Roman Catholic in Philadelphia, Pennsylvania","Eddie Griffin","Right","1982","05","30",182.88,304.8,99
"Oak Hill Academy in Mouth of Wilson, Virginia","Greg Griffin","Right","1952","09","06",182.88,213.36,85.5
"Shelby in Shelby, Michigan","Paul Griffin","Right","1954","01","20",182.88,274.32,92.25
"Oklahoma Christian School in Edmond, Oklahoma","Taylor Griffin","Right","1986","04","18",182.88,213.36,107.1
"Male in Louisville, Kentucky","Darrell Griffith","Right","1958","06","16",182.88,121.92,85.5
"Oak Hill Academy in Mouth of Wilson, Virginia","Chuck Grigsby","Right","1928","08","15",182.88,152.4,85.5
"Morton in Morton, Illinois","Derek Grimm","Right","1974","08","03",182.88,274.32,103.5
"Dean Academy in Franklin, Massachusetts","Woody Grimshaw","Right","1919","09","24",182.88,30.48,83.25
"Swissvale in Swissvale, Pennsylvania","Dick Groat","Right","1930","11","04",152.4,335.28,81
"Fermin Lausen in San Pedro, California","Bob Gross","Right","1953","08","03",182.88,182.88,90
"Bridgewater-Raritan in Raritan, New Jersey","Mike Grosso","Right","1947","09","07",182.88,274.32,103.5
"Cantwell in Montebello, California","Jerry Grote","Right","1940","12","28",182.88,121.92,96.75
"Martins Ferry in Martins Ferry, Ohio","Alex Groza","Right","1926","10","07",182.88,213.36,98.1
"Oak Hill Academy in Mouth of Wilson, Virginia","Dick Grubar","Right","1947","07","26",182.88,121.92,82.8
"Warren Central in Bowling Green, Kentucky","Anthony Grundy","Right","1979","04","15",182.88,91.44,81
"Forest Hills in Forest Hills, New York","Ernie Grunfeld","Right","1955","04","24",182.88,182.88,94.5
"Holy Rosary in Duryea, Pennsylvania","Gene Guarilia","Right","1937","09","13",182.88,152.4,99
"Mercer Island in Mercer Island, Washington","Petur Gudmundsson","Right","1958","10","30",213.36,60.96,117
"Mount Saint Michael in Bronx, New York","Richie Guerin","Right","1932","05","29",182.88,121.92,87.75
"Walt Whitman in Huntington Station, New York","Tom Gugliotta","Right","1969","12","19",182.88,304.8,108
"Manuel Fajardo in Havana, Cuba","Andres Guibert","Right","1968","10","28",182.88,304.8,101.25
"Dominican in Whitefish Bay, Wisconsin","Jay Guidinger","Right","1969","08","18",182.88,304.8,114.75
"South Side in Rockville Centre, New York","Coulby Gunther","Right","1923","02","05",182.88,121.92,85.5
"Lemars in Lemars, Iowa","Dave Gunther","Right","1937","07","22",182.88,213.36,85.5
"Saint Joseph's Preparatory School in Philadelphia, Pennsylvania","Al Guokas","Right","1925","08","07",182.88,152.4,90
"Roman Catholic in Philadelphia, Pennsylvania","Matt Guokas","Right","1915","11","11",182.88,91.44,87.75
"St. Joseph's Preparatory School in Philadelphia, Pennsylvania","Matt Guokas","Right","1944","02","25",182.88,152.4,78.75
"Findlay Prep in Henderson, Nevada","Jorge Gutierrez","Right","1988","12","27",182.88,91.44,85.95
"Central in Peoria, Illinois","A.J. Guyton","Right","1978","02","12",182.88,30.48,81
"Mount Vernon in Mount Vernon, New York","Rudy Hackett","Right","1953","05","10",182.88,274.32,94.5
"Oak Hill Academy in Mouth of Wilson, Virginia","Hamed Haddadi","Right","1985","05","19",213.36,60.96,114.3
"McClymonds in Oakland, California","Jim Hadnot","Right","1940","01","15",182.88,304.8,105.75
"Noblesville in Noblesville, Indiana","Scott Haffner","Right","1966","02","02",182.88,91.44,81
"Owensboro in Owensboro, Kentucky","Cliff Hagan","Right","1931","12","09",182.88,121.92,94.5
"Cardinal Mooney in Rochester, New York","Glenn Hagan","Right","1955","06","25",182.88,0,76.5
"Saint Xavier in Louisville, Kentucky","Tom Hagan","Right","1947","01","29",182.88,91.44,83.25
"Oak Hill Academy in Mouth of Wilson, Virginia","Robert Hahn","Right","1925","08","25",182.88,304.8,108
"Mount Clemens in Mount Clemens, Michigan","Al Hairston","Right","1945","12","11",182.88,30.48,76.5
"Atkins in Winston-Salem, North Carolina","Happy Hairston","Right","1942","05","31",182.88,213.36,101.25
"Kettering in Detroit, Michigan","Lindsay Hairston","Right","1951","12","08",182.88,213.36,81
"Renaissance in Detroit, Michigan","Malik Hairston","Right","1987","02","23",182.88,182.88,99
"Hargrave Military Academy in Chatham, Virginia","P.J. Hairston","Right","1992","12","24",182.88,182.88,103.5
"Marshall City in Lewisburg, Tennessee","Marcus Haislip","Right","1980","12","22",182.88,304.8,103.5
"House in House, New Mexico","Chick Halbert","Right","1919","02","27",182.88,274.32,101.25
"Lincoln in Portland, Oregon","Swede Halbrook","Right","1933","01","30",213.36,91.44,105.75
"Galileo in San Francisco, California","Bruce Hale","Right","1918","08","30",182.88,30.48,76.5
"Oak Hill Academy in Mouth of Wilson, Virginia","Hal Hale","Right","1945","09","21",182.88,30.48,81
"Huntington Beach in Huntington Beach, California","Jack Haley","Right","1964","01","27",182.88,304.8,108
"Romulus in Romulus, Michigan","Shaler Halimon","Left","1945","03","30",182.88,152.4,89.55
"Alan B. Shephard in Palos Heights, Illinois","Mike Hall","Right","1984","06","05",182.88,243.84,103.5
"Malverne in Malverne, New York","Jeff Halliburton","Right","1949","07","03",182.88,152.4,86.85
"Saginaw in Saginaw, Michigan","Darvin Ham","Right","1973","07","23",182.88,213.36,99
"Middleton in Middleton, Tennessee","Steve Hamer","Right","1973","11","13",213.36,0,110.25
"South Side in Fort Wayne, Indiana","Dale Hamilton","Right","1919","08","16",182.88,0,81
"St. John Bosco in Bellflower, California","Daniel Hamilton","Right","1995","08","08",182.88,213.36,87.75
"Huntington Beach in Huntington Beach, California","Dennis Hamilton","Right","1944","05","08",182.88,243.84,94.5
"Dunbar in Lexington, Kentucky","Joe Hamilton","Right","1948","07","05",152.4,304.8,72
"Dominguez in Compton, California","Jordan Hamilton","Right","1990","10","06",182.88,213.36,99
"Lone Peak in Highland, Utah","Justin Hamilton","Right","1990","04","01",213.36,0,117
"Fort Wayne South in Fort Wayne, Indiana","Ralph Hamilton","Right","1921","06","10",182.88,30.48,84.6
"Coatesville Area in Coatesville, Pennsylvania","Richard Hamilton","Right","1978","02","14",182.88,182.88,83.25
"Verbum Dei in Los Angeles, California","Roy Hamilton","Right","1957","07","20",182.88,60.96,81
"Charlestown in Charlestown, Indiana","Steve Hamilton","Left","1934","11","30",182.88,182.88,85.5
"Lanier in Jackson, Mississippi","Tang Hamilton","Right","1978","05","26",182.88,243.84,99
"Martin Luther King in Chicago, Illinois","Thomas Hamilton","Right","1975","04","03",213.36,60.96,148.5
"Sewanhaka in Floral Park, New York","Zendon Hamilton","Left","1975","04","27",182.88,335.28,112.5
"Thorbecke in Arnhem, Netherlands","Geert Hammink","Right","1969","07","12",213.36,0,117.9
"DuSable in Chicago, Illinois","Julian Hammond","Left","1943","05","27",182.88,152.4,92.25
"Crestview in Crestview, Florida","Tom Hammonds","Right","1967","03","27",182.88,274.32,96.75
"Oak Hill Academy in Mouth of Wilson, Virginia","A.J. Hammons","Right","1992","08","27",213.36,0,117
"Fordson in Dearborn, Michigan","Joe Hamood","Right","1943","09","07",182.88,0,81
"Griffin in Griffin, Georgia","Darrin Hancock","Right","1971","11","03",182.88,213.36,92.25
"Oak Hill Academy in Mouth of Wilson, Virginia","Ben Handlogten","Right","1973","11","16",182.88,304.8,108
"Oak Hill Academy in Mouth of Wilson, Virginia","Cecil Hankins","Right","1922","01","06",182.88,30.48,78.75
"Great Neck in Great Neck, New York","Phil Hankinson","Right","1951","07","26",182.88,243.84,87.75
"Pulaski Academy in Little Rock, Arkansas","Dusty Hannahs","Right","1993","09","02",182.88,91.44,94.5
"Alexander Hamilton in Los Angeles, California","Alex Hannum","Right","1923","07","19",182.88,213.36,94.5
"Oak Hill Academy in Mouth of Wilson, Virginia","Don Hanrahan","Right","1929","02","06",182.88,213.36,90
"Polytechnic in Los Angeles, California","Rollen Hans","Right","1931","04","13",182.88,60.96,94.5
"Poplar Bluff in Poplar Bluff, Missouri","Ben Hansbrough","Right","1987","12","23",182.88,91.44,91.35
"Poplar Bluff in Poplar Bluff, Missouri","Tyler Hansbrough","Right","1985","11","03",182.88,274.32,112.5
"Dowling in West Des Moines, Iowa","Bob Hansen","Right","1961","01","18",182.88,182.88,85.5
"Oak Hill Academy in Mouth of Wilson, Virginia","Glenn Hansen","Right","1952","04","21",182.88,121.92,92.25
"Centennial Secondary in Coquitlam, Canada","Lars Hansen","Right","1954","09","14",182.88,304.8,101.25
"Mountain View in Orem, Utah","Travis Hansen","Right","1978","04","15",182.88,182.88,92.25
"Pulaski County in Somerset, Kentucky","Reggie Hanson","Right","1968","10","06",182.88,243.84,87.75
"Beloit Memorial in Beloit, Wisconsin","Bill Hanzlik","Right","1957","12","06",182.88,213.36,83.25
"Andrean in Merrillville, Indiana","Luke Harangody","Right","1988","01","02",182.88,243.84,110.7
"Treadwell in Memphis, Tennessee","Anfernee Hardaway","Right","1971","07","18",182.88,213.36,87.75
"Carver in Chicago, Illinois","Tim Hardaway","Right","1966","09","01",182.88,0,78.75
"Palmetto Senior in Pinecrest, Florida","Tim Hardaway Jr.","Right","1992","03","16",182.88,182.88,92.25
"Artesia in Lakewood, California","James Harden","Left","1989","08","26",182.88,152.4,99
"Detroit Eastern in Detroit, Michigan","Reggie Harding","Right","1942","05","04",213.36,0,112.05
"Carver Vocational in Atlanta, Georgia","Charlie Hardnett","Right","1938","09","13",182.88,243.84,101.25
"Northwestern in Detroit, Michigan","Alan Hardy","Right","1957","05","25",182.88,213.36,87.75
"Jefferson Davis in Houston, Texas","Darrell Hardy","Right","1948","07","26",182.88,213.36,99
"Jordan in Long Beach, California","James Hardy","Right","1956","12","01",182.88,243.84,99
"Oak Hill Academy in Mouth of Wilson, Virginia","Ira Harge","Right","1941","03","14",182.88,274.32,101.25
"Nacogdoches in Nacogdoches, Texas","John Hargis","Right","1920","08","20",182.88,60.96,81
"South Kent School in South Kent, Connecticut","Maurice Harkless","Right","1993","05","11",182.88,274.32,99
"DeWitt Clinton in Bronx, New York","Jerry Harkness","Left","1940","05","07",182.88,60.96,78.75
"Notre Dame in Trenton, New Jersey","Skip Harlicka","Right","1946","10","14",182.88,30.48,83.25
"Lew Wallace in Gary, Indiana","Jerome Harmon","Right","1969","02","06",182.88,121.92,85.5
"North Shore in West Palm Beach, Florida","Derek Harper","Right","1961","10","13",182.88,121.92,83.25
"Meadowbrook in Richmond, Virginia","Justin Harper","Right","1989","08","30",182.88,304.8,101.25
"Quigley South in Chicago, Illinois","Mike Harper","Right","1957","12","09",182.88,304.8,87.75
"Kiser in Dayton, Ohio","Ron Harper","Right","1964","01","20",182.88,182.88,83.25
"Marist School in Atlanta, Georgia","Matt Harpring","Right","1976","05","31",182.88,213.36,103.95
"Hargrave Military Academy in Chatham, Virginia","Montrezl Harrell","Right","1994","01","26",182.88,243.84,108
"St. Charles in St. Charles, Missouri","Josh Harrellson","Right","1989","02","12",182.88,304.8,123.75
"Pioneer Valley Regional in Bernardston, Massachusetts","Adam Harrington","Right","1980","07","05",182.88,152.4,90
"Saint Patrick in Elizabeth, New Jersey","Al Harrington","Right","1980","02","17",182.88,274.32,103.5
"Scotland County in Wagram, North Carolina","Junior Harrington","Right","1980","10","02",182.88,121.92,81
"Murrah in Jackson, Mississippi","Othella Harrington","Left","1974","01","31",182.88,274.32,105.75
"Jordan in Los Angeles, California","Art Harris","Right","1947","01","13",182.88,121.92,83.25
"Northside in Roanoke, Virginia","Bernie Harris","Right","1950","11","26",182.88,304.8,90
"Oak Hill Academy in Mouth of Wilson, Virginia","Billy Harris","Right","1951","11","12",182.88,60.96,83.25
"Battleground Academy in Franklin, Tennessee","Bob Harris","Right","1927","03","16",182.88,213.36,87.75
"Oak Hill Academy in Mouth of Wilson, Virginia","Chris Harris","Right","1933","08","11",182.88,91.44,85.5
"East in Wauwatosa, Wisconsin","Devin Harris","Right","1983","02","27",182.88,91.44,83.25
"Friedrich-Magnus-Schwerd-Gymnasium in Speyer, Germany","Elias Harris","Right","1989","07","06",182.88,243.84,107.55
"Hamilton Southeastern in Fishers, Indiana","Gary Harris","Right","1994","09","14",182.88,121.92,94.5
"Chelan in Chelan, Washington","Joe Harris","Right","1991","09","06",182.88,182.88,98.1
"Cleveland in Los Angeles, California","Lucious Harris","Right","1970","12","18",182.88,152.4,85.5
"Redford in Redford, Michigan","Manny Harris","Right","1989","09","21",182.88,152.4,83.25
"Hillsboro in Hillsboro, Texas","Mike Harris","Right","1983","06","15",182.88,182.88,108
"Blue Springs in Blue Springs, Missouri","Steve Harris","Right","1963","10","15",182.88,152.4,87.75
"South Garland in Garland, Texas","Terrel Harris","Right","1987","08","10",182.88,152.4,85.5
"Half Hollow Hills West in Dix Hills, New York","Tobias Harris","Right","1992","07","15",182.88,274.32,105.75
"Roosevelt in East Chicago, Indiana","Tony Harris","Right","1967","05","13",182.88,91.44,85.5
"Travis in Pecan Grove, Texas","Aaron Harrison","Right","1994","10","28",182.88,182.88,94.5
"Travis in Pecan Grove, Texas","Andrew Harrison","Right","1994","10","28",182.88,182.88,95.85
"Woodward in Toledo, Ohio","Bob Harrison","Right","1927","08","12",182.88,30.48,85.5
"Brentwood Academy in Brentwood, Tennessee","David Harrison","Right","1982","08","15",213.36,0,126
"Lee's Summit West in Lee's Summit, Missouri","Shaquille Harrison","Left","1993","10","06",182.88,121.92,85.5
"Inglewood in Inglewood, California","Jason Hart","Right","1978","04","29",182.88,91.44,83.25
"Sidwell Friends in Washington, District of Columbia","Josh Hart","Right","1995","03","06",182.88,152.4,96.75
"Oak Hill Academy in Mouth of Wilson, Virginia","Isaiah Hartenstein","Left","1998","05","05",213.36,0,112.05
"Pascagoula in Pascagoula, Mississippi","Antonio Harvey","Right","1970","07","06",182.88,335.28,101.25
"Randolph-Clay in Cuthbert, Georgia","Donnell Harvey","Left","1980","08","26",182.88,243.84,99
"Beaumont in Beaumont, California","Scott Haskin","Right","1970","09","19",182.88,335.28,112.5
"Taylor County in Campbellsville, Kentucky","Clem Haskins","Right","1943","07","11",182.88,91.44,87.75
"Miami in Miami, Florida","Udonis Haslem","Right","1980","06","09",182.88,243.84,105.75
"Clarksville in Clarksville, Tennessee","Trenton Hassell","Right","1979","03","04",182.88,152.4,90
"La Salle Academy in New York, New York","Billy Hassett","Right","1921","10","21",152.4,335.28,81
"La Salle Academy in Providence, Rhode Island","Joe Hassett","Right","1955","09","11",182.88,152.4,81
"Independence in Independence, Kansas","Scott Hastings","Right","1960","06","03",182.88,304.8,105.75
"Perry County in Loblesville, Tennessee","Kirk Haston","Right","1979","03","10",182.88,274.32,108.9
"Lafayette in Lexington, Kentucky","Vern Hatton","Right","1936","01","13",182.88,91.44,87.75
"Bridgeport in Bridgeport, Ohio","John Havlicek","Right","1940","04","08",182.88,152.4,91.35
"Seattle Preparatory School in Seattle, Washington","Spencer Hawes","Right","1988","04","28",213.36,30.48,110.25
"Mercer Island in Mercer Island, Washington","Steve Hawes","Right","1950","05","26",182.88,274.32,99
"Pershing in Detroit, Michigan","Bubbles Hawkins","Left","1954","06","30",182.88,121.92,85.5
"Boys in Brooklyn, New York","Connie Hawkins","Right","1942","07","17",182.88,243.84,94.5
"Westinghouse in Chicago, Illinois","Hersey Hawkins","Right","1966","09","29",182.88,91.44,85.5
"Lynwood in Lynwood, California","Juaquin Hawkins","Left","1973","07","02",182.88,213.36,99
"Huntington in Huntington, West Virginia","Marshall Hawkins","Right","1924","08","03",182.88,91.44,92.25
"McKinley in Canton, Ohio","Michael Hawkins","Right","1972","10","28",182.88,0,80.1
"Parker in Chicago, Illinois","Tom Hawkins","Right","1936","12","22",182.88,152.4,94.5
"Mount Vernon in Mount Vernon, Illinois","Nate Hawthorne","Right","1950","01","15",182.88,121.92,85.5
"Modesto Christian in Modesto, California","Chuck Hayes","Right","1983","06","11",182.88,182.88,108
"Eula D. Britton in Rayville, Louisiana","Elvin Hayes","Right","1945","11","17",182.88,274.32,105.75
"Frederick Douglass in Atlanta, Georgia","Jarvis Hayes","Right","1981","08","09",182.88,213.36,99
"Saint Agnes in Rockville Centre, New York","Jim Hayes","Left","1948","02","18",182.88,91.44,90
"Whitmer in Toledo, Ohio","Nigel Hayes","Right","1994","12","16",182.88,243.84,114.3
"Aberdeen in Aberdeen, Idaho","Steve Hayes","Right","1955","08","02",213.36,0,92.25
"Brownsburg in Brownsburg, Indiana","Gordon Hayward","Right","1990","03","23",182.88,243.84,101.25
"Notre Dame Preparatory School in Fitchburg, Massachusetts","Lazar Hayward","Right","1986","11","26",182.88,182.88,101.25
"Dudley in Greensboro, North Carolina","Brendan Haywood","Right","1979","11","27",213.36,0,120.6
